Text,Category
"<b> Nee, maar Veronique, wa stellen we vast? Da gij keer op keer wel dezelfde feiten pleegt en daje nie leert uit de fouten die je gemaakt hebt. </b> - Kweet het. Ma nu tis ne goeie les.",anger
"Eigenlijk op zich is da nie erg, single zijn. Das fijn want je kan doen wa da je wilt. Ma als da al lange tijd is, dan denk je van ja oke ik wil nu ook geen tien jaar nie meer single zijn. Op zeker moment wil je je wel beetje settlen.",sadness
"Ik kom u het nieuws zeggen da ik ga trouwen. O, kom hier! O ik ben zo blij da ge der bent.",joy
"Ja, gewoon. Goh kweet het nie. Tfeit dat da zo… ja onrechtvaardig is. Njah kweenie, kvind da echt… Goh ik kom er zot van. Oh. Godverdomme.",sadness
"Ja, als ge ne klik hebt en en ge voelt warmte en affectie voor elkaar dan kan da echt al es goeddoen.",neutral
"Alle façades van oh wij zijn sterk of oh wij zijn stoer jonge wij gaan dat ier doen, da valt weg. Da, da is nie van ah wij gaan da hier proberen goed te doen of we gaan hier proberen hard te zijn. Gaat allemaal de… echt et raam uit. Gewoon… das leven en dood.",neutral
Euh maakt mij nie uit.,neutral
Ja ma ik ga mijn werk doen. U hoeft mij nie te zeggen hoe dak mijn werk ga doen. Elk zennen opdracht hier. Goed? Tot vanmiddag. Ge hebt mij nie meer nodig eh? Tot vanmiddag.,anger
"Ge kunt hier perfect monokini liggen ze, de buren zien er niks van.",neutral
"Hier, de Wilfried si. Beste wensen eh jongen.",joy
Ik weet nie waar da we naartoe gaan of wa we gaan doen en da is wa… wa spannend.,fear
"Da was… Ja da was heel moeilijk ja. Omdat da dan zo… ja definitief is en en jah… Ge moet da ook wel onder ogen zien eh. En we vinden het alle twee heel spijtig ja ma ja. Dus twas zo wel efkes van, oke we moeten beslissen. En da is de beslissing dus euh.",sadness
"Het was supergenant dus ik zei zo van “ik moet nu nie, ma keigoe om te weten voor straks”.",fear
"Ik had een vader die niks anders deed dan op mij slaan. Ik zal da nooit nie vergeten ze. Dan werd er een briefje meegegeven me mijn zussen: ja euh hij heeft een astma-aanval gehad, euh hij kan nie naar school komen. En ik mocht pas terug naart school als al die blauwe plekken weg waren.",sadness
Ma stel nu dat dees nie klikt…,fear
"Ja, amai, kijk ma da begrijp ik nie. Da kan er bij mij nie in.",anger
"Kdenk dat da vooral moeilijk is aje alletwee op zo een andere plek zit. As ge gij al iets verder staat dan zij, of zij iets verder dan u. Mm wa kun je doen, wa kun je nie doen? Hoe gaat dat overkomen bij haar?",fear
"Nee nee, niet van terug binnenkomen eh. Toen zen ik 100 euro kwijtgeraakt.",sadness
"Maja, kheb al mijn jongens gezien.",love
Ge voelt u hier lik ne wereldster als ge hier aankomt. Ge weet ook nie waarom dat die mensen blij zijn eh. Die kennen u nie. Ja da was waanzin. - Dees is zot. Letterlijk.,joy
"Ik denk da ik heel zenuwachtig ga zijn. Ma ook blij dat eindelijk het moment daar is da ik kan trouwen en dat ik die persoon ga ontmoeten. En… dat ik dan eigenlijk uiteindelijk kan beginnen aan, aan een toekomst.",neutral
"Tis absoluut nog nie verloren, maar ja ge gaat aan dieje problematiek moeten werken, want anders… We doen een paar stappen achteruit nu eh en das jammer.",sadness
Das mooi om te zien. Nog twee weken en ze is eindelijk ook terug bij mij. Kan ook nie wachten.,joy
"Keileuk! Ej ma das tof. Oke. Goe. Dus dit staat hier standaard nie, maar dit is dus mijn appartement.",joy
"Kweenie of het veel erger kan dan dit. Voor mij is dit al het ergste wa ik heb gezien. Als ik denk aan de hel, denk ik echt aan dit.",sadness
Onze vriendschap is al voldoende.,love
"Ja, toon ze e keer. Hola zeg.",joy
"Ma da is ook een boodschap da wij nu de mens nog es gewoon wakker te schudden van mannen, da ga zo nie.",anger
"Ja, zoals ik zeg, gezonde schrik. Gezonde zenuwen.",fear
Kan kik jou ook nie verplichten vo jon haar te laten groeien eh. - <b> Zeer geestig wih. </b>,joy
"Ma ge moogt het hem nie kwalijk nemen dat hij, dat er cultuurverschillen zijn int land he. Allee, das nie zijn schuld.",neutral
"Ma kunt ge da begrijpen, als ge zo alle dagen met zo ambetante mensen zit? Weet ge wat da is, 24 op 24 ambetante mensen?",anger
Amai das raar. Ik weet totaal nie wak moe zeggen eigenlijk. Wauw. Knap.,joy
"Twas echt zo gewoon een besef van oke we gaan die mensen misschien nooit meer zien en… En das zo jammer want die hebben, alé, da zijn zo’n leuke mensen ma dan ook tegelijkertijd had ik zoiets van ik wil die meepakken naar België want die verdienen dit niet. Da zijn zo’n lieve mensen.",sadness
"Ze gaan hem nu isoleren, dus hij ligt in een kamer alleen.",sadness
Hoe machteloos ge voelt.,sadness
Da was gigantisch veel volk en die kwamen echt zo aan het juichen om u te zien en echt zo aan het springen en die pakten u zo vast.,joy
"Mohow, tis nie meer met ups en downs?",joy
Tis allemaal heel veel da ineens op u afkomt.,sadness
"Ma dat is waar, ma ge moet da beseffen en dat inzien.",neutral
Zo. Oh kind toch. Ge zij zo schoon.,love
Zie. Helemaal ingeburgerd al.,joy
"Dit is Dostojevski: Conflict komt altijd voort uit het feit dat men geweld wil beteugelen met geweld. Pablo Escobar: Wie zijn geschiedenis niet kent, is gedoemd om die te herhalen. Belangrijkste les: leer van jouw fouten. Ik ben binnengekomen als een domme jongen. Ik geef dat toe. Ik wist niks. Nu ik weet heel veel van het leven.",joy
"Sgoe, voor mij. Da wordt nog lachen, kom.",joy
"Als ik mij zo het einde van de wereld voorstel, is da zo’n supergrote kloof. Arm, rijk, geen middenklasse. En zo arm is zo al het afval enzo. Echt letterlijk wa hier  gebeurt. Gewoon al het elektronisch afval wa uit elkaar halen om maar grondstoffen te verkopen aan rijke mensen.",sadness
"Da geknor, hilarisch.",joy
Test… oei oei. Tis raar om zo terug het gewone leven op te pikken eigenlijk. En tis… tga zien zijn hoe dat da gaat lopen.,fear
"Gij komt hier altijd met van die stomme flauwekul, gij. Kheb da nie nodig.",anger
"Da heeft bij mij toch wa gedaan ze deze drie dagen. Ik weet nie zeker of ik ooit nog zo snel een prawn ga eten. Ik weet nie of ik da ga kunnen loskoppelen als da op mijn bord ligt, helemaal lekker gebakken en gekruid.",sadness
Het is nog een gezichtje zonder make-up. Een beetje stress ondertussen ook al. En eigenlijk vooral  spannend afwachten voor straks.,fear
Tis geen spelletje van we komn eki na buutn en we komn eki weer binnen. Ezo gaat et nie.,anger
"Ik ben da beu om in die in die cel te zitten met vijf personen. En dan zie ik het leven nie meer zitten, want zij willen daar niks aan doen. Ze willen daar niks aan doen om mij gewoon in, in een normale cel te zetten binnen.",anger
"Speelgoed of extra spellekes ofzo. Als de rest van de klas da kreeg omdat da nu in was, dan moesten zij toch dubbel en dik zagen.",neutral
Op de cacaoplantage. En oh ik moet weeral wenen als ik daaraan denk. Ja ik denk dat da gewoon mensen zijn waar ik al mijn geld aan zou willen geven en… Die mogen desnoods allemaal op mijn kot hier komen wonen.,sadness
Kziet nie meer. Kzin te nerveus. Kzin echt nerveus.,fear
"Doet dat iets, aje politie ziet? - <b> Ja, nu wel. Nu als ik zie de politie ik zeg: ja wat ik heb nog fout gedaan? </b>",fear
"Als ze zegt tegen mij, ge zijt te agressief, dan heb ik direct gezegd van: ah dan gaan we daar direct werk van maken.",joy
Tis leuk om Elke voor te stellen als uw vrouw dan. Ja wa mij betreft ist zeker een mooie verschijning.,joy
"Mag ik alles in mijn zak doen? - <b> Ja, je mag alles in je zak stoppen. </b>",neutral
Knor knor. Gaan ik wel efkes aan moeten wennen.,joy
"Ik heb het al gezegd, ik heb da nie gewild. Ma het resultaat is wel nie… Alster een slachtoffer is, ist nie gemakkelijk ja.",sadness
"Jah ze werken harder eh als wij in België, en die verdienen maar drie, maar drie euro. Alé, drie euro wa is da? Bikka niks eh. Nja. Want ik vind, ik vind dees zwaar werk, ja.",sadness
Ah gij. Wa een ramp zijt gij. Allemaal hetzelfde.,anger
"Der sta Lego van Lord of the Rings, van Star Wars. Er spreekt echt wel duidelijk uit dak zo een beetje fantasy-minded ben. En ze vindt da leuk dak derdoor gepassioneerd ben.",neutral
Nu zijn we precies aant kamperen.,joy
Ik heb euh ooit es… bja ik swing op elk feestje. Me iedereen da wilt swingen. Ik doe da supergraag.,joy
